business_id,availability_id,staff_id,work_date,shift_start,shift_end,rostered_minutes,nonbookable_minutes,bookable_minutes
B001,AV00021,S02,2026-06-29,2026-06-29T09:00:00+10:00,2026-06-29T17:00:00+10:00,480,0,480
B001,AV00022,S02,2026-06-30,2026-06-30T09:00:00+10:00,2026-06-30T17:00:00+10:00,480,0,480
B001,AV00023,S02,2026-07-01,2026-07-01T09:00:00+10:00,2026-07-01T17:00:00+10:00,480,0,480
B001,AV00024,S02,2026-07-02,2026-07-02T09:00:00+10:00,2026-07-02T17:00:00+10:00,480,0,480
B001,AV00025,S02,2026-07-03,2026-07-03T09:00:00+10:00,2026-07-03T15:00:00+10:00,360,0,360
B001,AV00026,S03,2026-06-29,2026-06-29T09:00:00+10:00,2026-06-29T17:00:00+10:00,480,0,480
B001,AV00027,S03,2026-06-30,2026-06-30T09:00:00+10:00,2026-06-30T17:00:00+10:00,480,0,480
B001,AV00028,S03,2026-07-01,2026-07-01T09:00:00+10:00,2026-07-01T17:00:00+10:00,480,0,480
B001,AV00029,S03,2026-07-02,2026-07-02T09:00:00+10:00,2026-07-02T17:00:00+10:00,480,0,480
B001,AV00030,S03,2026-07-03,2026-07-03T09:00:00+10:00,2026-07-03T15:00:00+10:00,360,0,360
B001,AV00031,S01,2026-07-06,2026-07-06T09:00:00+10:00,2026-07-06T17:00:00+10:00,480,0,480
B001,AV00032,S01,2026-07-07,2026-07-07T09:00:00+10:00,2026-07-07T17:00:00+10:00,480,0,480
B001,AV00033,S01,2026-07-08,2026-07-08T09:00:00+10:00,2026-07-08T17:00:00+10:00,480,0,480
B001,AV00034,S01,2026-07-09,2026-07-09T09:00:00+10:00,2026-07-09T17:00:00+10:00,480,0,480
B001,AV00035,S01,2026-07-10,2026-07-10T09:00:00+10:00,2026-07-10T15:00:00+10:00,360,0,360
B001,AV00036,S02,2026-07-06,2026-07-06T09:00:00+10:00,2026-07-06T17:00:00+10:00,480,0,480
B001,AV00037,S02,2026-07-07,2026-07-07T09:00:00+10:00,2026-07-07T17:00:00+10:00,480,0,480
B001,AV00038,S02,2026-07-08,2026-07-08T09:00:00+10:00,2026-07-08T17:00:00+10:00,480,0,480
B001,AV00039,S02,2026-07-09,2026-07-09T09:00:00+10:00,2026-07-09T17:00:00+10:00,480,0,480
B001,AV00040,S02,2026-07-10,2026-07-10T09:00:00+10:00,2026-07-10T15:00:00+10:00,360,0,360
B001,AV00041,S03,2026-07-06,2026-07-06T09:00:00+10:00,2026-07-06T17:00:00+10:00,480,0,480
B001,AV00042,S03,2026-07-07,2026-07-07T09:00:00+10:00,2026-07-07T17:00:00+10:00,480,0,480
B001,AV00043,S03,2026-07-08,2026-07-08T09:00:00+10:00,2026-07-08T17:00:00+10:00,480,0,480
B001,AV00044,S03,2026-07-09,2026-07-09T09:00:00+10:00,2026-07-09T17:00:00+10:00,480,0,480
B001,AV00045,S03,2026-07-10,2026-07-10T09:00:00+10:00,2026-07-10T15:00:00+10:00,360,0,360
B001,AV00046,S01,2026-07-13,2026-07-13T09:00:00+10:00,2026-07-13T17:00:00+10:00,480,0,480
B001,AV00047,S01,2026-07-14,2026-07-14T09:00:00+10:00,2026-07-14T17:00:00+10:00,480,0,480
B001,AV00048,S01,2026-07-15,2026-07-15T09:00:00+10:00,2026-07-15T17:00:00+10:00,480,0,480
B001,AV00049,S01,2026-07-16,2026-07-16T09:00:00+10:00,2026-07-16T17:00:00+10:00,480,0,480
B001,AV00050,S01,2026-07-17,2026-07-17T09:00:00+10:00,2026-07-17T15:00:00+10:00,360,0,360
B001,AV00051,S02,2026-07-13,2026-07-13T09:00:00+10:00,2026-07-13T17:00:00+10:00,480,0,480
B001,AV00052,S02,2026-07-14,2026-07-14T09:00:00+10:00,2026-07-14T17:00:00+10:00,480,0,480
B001,AV00053,S02,2026-07-15,2026-07-15T09:00:00+10:00,2026-07-15T17:00:00+10:00,480,0,480
B001,AV00054,S02,2026-07-16,2026-07-16T09:00:00+10:00,2026-07-16T17:00:00+10:00,480,0,480
B001,AV00055,S02,2026-07-17,2026-07-17T09:00:00+10:00,2026-07-17T15:00:00+10:00,360,0,360
B001,AV00056,S03,2026-07-13,2026-07-13T09:00:00+10:00,2026-07-13T17:00:00+10:00,480,0,480
B001,AV00057,S03,2026-07-14,2026-07-14T09:00:00+10:00,2026-07-14T17:00:00+10:00,480,0,480
B001,AV00058,S03,2026-07-15,2026-07-15T09:00:00+10:00,2026-07-15T17:00:00+10:00,480,0,480
B001,AV00059,S03,2026-07-16,2026-07-16T09:00:00+10:00,2026-07-16T17:00:00+10:00,480,0,480
B001,AV00060,S03,2026-07-17,2026-07-17T09:00:00+10:00,2026-07-17T15:00:00+10:00,360,0,360
B001,AV00061,S01,2026-07-20,2026-07-20T09:00:00+10:00,2026-07-20T17:00:00+10:00,480,0,480
B001,AV00062,S01,2026-07-21,2026-07-21T09:00:00+10:00,2026-07-21T17:00:00+10:00,480,0,480
B001,AV00063,S01,2026-07-22,2026-07-22T09:00:00+10:00,2026-07-22T17:00:00+10:00,480,0,480
B001,AV00064,S01,2026-07-23,2026-07-23T09:00:00+10:00,2026-07-23T17:00:00+10:00,480,0,480
B001,AV00065,S01,2026-07-24,2026-07-24T09:00:00+10:00,2026-07-24T15:00:00+10:00,360,0,360
B001,AV00066,S02,2026-07-20,2026-07-20T09:00:00+10:00,2026-07-20T17:00:00+10:00,480,0,480
B001,AV00067,S02,2026-07-21,2026-07-21T09:00:00+10:00,2026-07-21T17:00:00+10:00,480,0,480
B001,AV00068,S02,2026-07-22,2026-07-22T09:00:00+10:00,2026-07-22T17:00:00+10:00,480,0,480
B001,AV00069,S02,2026-07-23,2026-07-23T09:00:00+10:00,2026-07-23T17:00:00+10:00,480,0,480
B001,AV00070,S02,2026-07-24,2026-07-24T09:00:00+10:00,2026-07-24T15:00:00+10:00,360,0,360
B001,AV00071,S03,2026-07-20,2026-07-20T09:00:00+10:00,2026-07-20T17:00:00+10:00,480,0,480
B001,AV00072,S03,2026-07-21,2026-07-21T09:00:00+10:00,2026-07-21T17:00:00+10:00,480,0,480
B001,AV00073,S03,2026-07-22,2026-07-22T09:00:00+10:00,2026-07-22T17:00:00+10:00,480,0,480
B001,AV00074,S03,2026-07-23,2026-07-23T09:00:00+10:00,2026-07-23T17:00:00+10:00,480,0,480
B001,AV00075,S03,2026-07-24,2026-07-24T09:00:00+10:00,2026-07-24T15:00:00+10:00,360,0,360
B001,AV00076,S01,2026-07-27,2026-07-27T09:00:00+10:00,2026-07-27T17:00:00+10:00,480,0,480
B001,AV00077,S01,2026-07-28,2026-07-28T09:00:00+10:00,2026-07-28T17:00:00+10:00,480,0,480
B001,AV00078,S01,2026-07-29,2026-07-29T09:00:00+10:00,2026-07-29T17:00:00+10:00,480,0,480
B001,AV00079,S01,2026-07-30,2026-07-30T09:00:00+10:00,2026-07-30T17:00:00+10:00,480,0,480
B001,AV00080,S01,2026-07-31,2026-07-31T09:00:00+10:00,2026-07-31T15:00:00+10:00,360,0,360
B001,AV00081,S02,2026-07-27,2026-07-27T09:00:00+10:00,2026-07-27T17:00:00+10:00,480,0,480
B001,AV00082,S02,2026-07-28,2026-07-28T09:00:00+10:00,2026-07-28T17:00:00+10:00,480,0,480
B001,AV00083,S02,2026-07-29,2026-07-29T09:00:00+10:00,2026-07-29T17:00:00+10:00,480,0,480
B001,AV00084,S02,2026-07-30,2026-07-30T09:00:00+10:00,2026-07-30T17:00:00+10:00,480,0,480
B001,AV00085,S02,2026-07-31,2026-07-31T09:00:00+10:00,2026-07-31T15:00:00+10:00,360,0,360
B001,AV00086,S03,2026-07-27,2026-07-27T09:00:00+10:00,2026-07-27T17:00:00+10:00,480,0,480
B001,AV00087,S03,2026-07-28,2026-07-28T09:00:00+10:00,2026-07-28T17:00:00+10:00,480,0,480
B001,AV00088,S03,2026-07-29,2026-07-29T09:00:00+10:00,2026-07-29T17:00:00+10:00,480,0,480
B001,AV00089,S03,2026-07-30,2026-07-30T09:00:00+10:00,2026-07-30T17:00:00+10:00,480,0,480
B001,AV00090,S03,2026-07-31,2026-07-31T09:00:00+10:00,2026-07-31T15:00:00+10:00,360,0,360
B001,AV00091,S01,2026-08-03,2026-08-03T09:00:00+10:00,2026-08-03T17:00:00+10:00,480,0,480
B001,AV00092,S01,2026-08-04,2026-08-04T09:00:00+10:00,2026-08-04T17:00:00+10:00,480,0,480
B001,AV00093,S01,2026-08-05,2026-08-05T09:00:00+10:00,2026-08-05T17:00:00+10:00,480,0,480
B001,AV00094,S01,2026-08-06,2026-08-06T09:00:00+10:00,2026-08-06T17:00:00+10:00,480,0,480
B001,AV00095,S01,2026-08-07,2026-08-07T09:00:00+10:00,2026-08-07T15:00:00+10:00,360,0,360
B001,AV00096,S02,2026-08-03,2026-08-03T09:00:00+10:00,2026-08-03T17:00:00+10:00,480,0,480
B001,AV00097,S02,2026-08-04,2026-08-04T09:00:00+10:00,2026-08-04T17:00:00+10:00,480,0,480
B001,AV00098,S02,2026-08-05,2026-08-05T09:00:00+10:00,2026-08-05T17:00:00+10:00,480,0,480
B001,AV00099,S02,2026-08-06,2026-08-06T09:00:00+10:00,2026-08-06T17:00:00+10:00,480,0,480
B001,AV00100,S02,2026-08-07,2026-08-07T09:00:00+10:00,2026-08-07T15:00:00+10:00,360,0,360
B001,AV00101,S03,2026-08-03,2026-08-03T09:00:00+10:00,2026-08-03T17:00:00+10:00,480,0,480
B001,AV00102,S03,2026-08-04,2026-08-04T09:00:00+10:00,2026-08-04T17:00:00+10:00,480,0,480
B001,AV00103,S03,2026-08-05,2026-08-05T09:00:00+10:00,2026-08-05T17:00:00+10:00,480,0,480
B001,AV00104,S03,2026-08-06,2026-08-06T09:00:00+10:00,2026-08-06T17:00:00+10:00,480,0,480
B001,AV00105,S03,2026-08-07,2026-08-07T09:00:00+10:00,2026-08-07T15:00:00+10:00,360,0,360
B001,AV00106,S01,2026-08-10,2026-08-10T09:00:00+10:00,2026-08-10T17:00:00+10:00,480,0,480
B001,AV00107,S01,2026-08-11,2026-08-11T09:00:00+10:00,2026-08-11T17:00:00+10:00,480,0,480
B001,AV00108,S01,2026-08-12,2026-08-12T09:00:00+10:00,2026-08-12T17:00:00+10:00,480,0,480
B001,AV00109,S01,2026-08-13,2026-08-13T09:00:00+10:00,2026-08-13T17:00:00+10:00,480,0,480
B001,AV00110,S01,2026-08-14,2026-08-14T09:00:00+10:00,2026-08-14T15:00:00+10:00,360,0,360
B001,AV00111,S02,2026-08-10,2026-08-10T09:00:00+10:00,2026-08-10T17:00:00+10:00,480,0,480
B001,AV00112,S02,2026-08-11,2026-08-11T09:00:00+10:00,2026-08-11T17:00:00+10:00,480,0,480
B001,AV00113,S02,2026-08-12,2026-08-12T09:00:00+10:00,2026-08-12T17:00:00+10:00,480,0,480
B001,AV00114,S02,2026-08-13,2026-08-13T09:00:00+10:00,2026-08-13T17:00:00+10:00,480,0,480
B001,AV00115,S02,2026-08-14,2026-08-14T09:00:00+10:00,2026-08-14T15:00:00+10:00,360,0,360
B001,AV00116,S03,2026-08-10,2026-08-10T09:00:00+10:00,2026-08-10T17:00:00+10:00,480,0,480
B001,AV00117,S03,2026-08-11,2026-08-11T09:00:00+10:00,2026-08-11T17:00:00+10:00,480,0,480
B001,AV00118,S03,2026-08-12,2026-08-12T09:00:00+10:00,2026-08-12T17:00:00+10:00,480,0,480
B001,AV00119,S03,2026-08-13,2026-08-13T09:00:00+10:00,2026-08-13T17:00:00+10:00,480,0,480
B001,AV00120,S03,2026-08-14,2026-08-14T09:00:00+10:00,2026-08-14T15:00:00+10:00,360,0,360
B001,AV00121,S01,2026-08-17,2026-08-17T09:00:00+10:00,2026-08-17T17:00:00+10:00,480,0,480
B001,AV00122,S01,2026-08-18,2026-08-18T09:00:00+10:00,2026-08-18T17:00:00+10:00,480,0,480
B001,AV00123,S01,2026-08-19,2026-08-19T09:00:00+10:00,2026-08-19T17:00:00+10:00,480,0,480
B001,AV00124,S01,2026-08-20,2026-08-20T09:00:00+10:00,2026-08-20T17:00:00+10:00,480,0,480
B001,AV00125,S01,2026-08-21,2026-08-21T09:00:00+10:00,2026-08-21T15:00:00+10:00,360,0,360
B001,AV00126,S02,2026-08-17,2026-08-17T09:00:00+10:00,2026-08-17T17:00:00+10:00,480,0,480
B001,AV00127,S02,2026-08-18,2026-08-18T09:00:00+10:00,2026-08-18T17:00:00+10:00,480,0,480
B001,AV00128,S02,2026-08-19,2026-08-19T09:00:00+10:00,2026-08-19T17:00:00+10:00,480,0,480
B001,AV00129,S02,2026-08-20,2026-08-20T09:00:00+10:00,2026-08-20T17:00:00+10:00,480,0,480
B001,AV00130,S02,2026-08-21,2026-08-21T09:00:00+10:00,2026-08-21T15:00:00+10:00,360,0,360
B001,AV00131,S03,2026-08-17,2026-08-17T09:00:00+10:00,2026-08-17T17:00:00+10:00,480,0,480
B001,AV00132,S03,2026-08-18,2026-08-18T09:00:00+10:00,2026-08-18T17:00:00+10:00,480,0,480
B001,AV00133,S03,2026-08-19,2026-08-19T09:00:00+10:00,2026-08-19T17:00:00+10:00,480,0,480
B001,AV00134,S03,2026-08-20,2026-08-20T09:00:00+10:00,2026-08-20T17:00:00+10:00,480,0,480
B001,AV00135,S03,2026-08-21,2026-08-21T09:00:00+10:00,2026-08-21T15:00:00+10:00,360,0,360
B001,AV00136,S01,2026-08-24,2026-08-24T09:00:00+10:00,2026-08-24T17:00:00+10:00,480,0,480
B001,AV00137,S01,2026-08-25,2026-08-25T09:00:00+10:00,2026-08-25T17:00:00+10:00,480,0,480
B001,AV00138,S01,2026-08-26,2026-08-26T09:00:00+10:00,2026-08-26T17:00:00+10:00,480,0,480
B001,AV00139,S01,2026-08-27,2026-08-27T09:00:00+10:00,2026-08-27T17:00:00+10:00,480,0,480
B001,AV00140,S01,2026-08-28,2026-08-28T09:00:00+10:00,2026-08-28T15:00:00+10:00,360,0,360
B001,AV00141,S02,2026-08-24,2026-08-24T09:00:00+10:00,2026-08-24T17:00:00+10:00,480,0,480
B001,AV00142,S02,2026-08-25,2026-08-25T09:00:00+10:00,2026-08-25T17:00:00+10:00,480,0,480
B001,AV00143,S02,2026-08-26,2026-08-26T09:00:00+10:00,2026-08-26T17:00:00+10:00,480,0,480
B001,AV00144,S02,2026-08-27,2026-08-27T09:00:00+10:00,2026-08-27T17:00:00+10:00,480,0,480
B001,AV00145,S02,2026-08-28,2026-08-28T09:00:00+10:00,2026-08-28T15:00:00+10:00,360,0,360
B001,AV00146,S03,2026-08-24,2026-08-24T09:00:00+10:00,2026-08-24T17:00:00+10:00,480,0,480
B001,AV00147,S03,2026-08-25,2026-08-25T09:00:00+10:00,2026-08-25T17:00:00+10:00,480,0,480
B001,AV00148,S03,2026-08-26,2026-08-26T09:00:00+10:00,2026-08-26T17:00:00+10:00,480,0,480
B001,AV00149,S03,2026-08-27,2026-08-27T09:00:00+10:00,2026-08-27T17:00:00+10:00,480,0,480
B001,AV00150,S03,2026-08-28,2026-08-28T09:00:00+10:00,2026-08-28T15:00:00+10:00,360,0,360
B001,AV00151,S01,2026-08-31,2026-08-31T09:00:00+10:00,2026-08-31T17:00:00+10:00,480,0,480
B001,AV00152,S01,2026-09-01,2026-09-01T09:00:00+10:00,2026-09-01T17:00:00+10:00,480,0,480
B001,AV00153,S01,2026-09-02,2026-09-02T09:00:00+10:00,2026-09-02T17:00:00+10:00,480,0,480
B001,AV00154,S01,2026-09-03,2026-09-03T09:00:00+10:00,2026-09-03T17:00:00+10:00,480,0,480
B001,AV00155,S01,2026-09-04,2026-09-04T09:00:00+10:00,2026-09-04T15:00:00+10:00,360,0,360
B001,AV00156,S02,2026-08-31,2026-08-31T09:00:00+10:00,2026-08-31T17:00:00+10:00,480,0,480
B001,AV00157,S02,2026-09-01,2026-09-01T09:00:00+10:00,2026-09-01T17:00:00+10:00,480,0,480
B001,AV00158,S02,2026-09-02,2026-09-02T09:00:00+10:00,2026-09-02T17:00:00+10:00,480,0,480
B001,AV00159,S02,2026-09-03,2026-09-03T09:00:00+10:00,2026-09-03T17:00:00+10:00,480,0,480
B001,AV00160,S02,2026-09-04,2026-09-04T09:00:00+10:00,2026-09-04T15:00:00+10:00,360,0,360
B001,AV00161,S03,2026-08-31,2026-08-31T09:00:00+10:00,2026-08-31T17:00:00+10:00,480,0,480
B001,AV00162,S03,2026-09-01,2026-09-01T09:00:00+10:00,2026-09-01T17:00:00+10:00,480,0,480
B001,AV00163,S03,2026-09-02,2026-09-02T09:00:00+10:00,2026-09-02T17:00:00+10:00,480,0,480
B001,AV00164,S03,2026-09-03,2026-09-03T09:00:00+10:00,2026-09-03T17:00:00+10:00,480,0,480
B001,AV00165,S03,2026-09-04,2026-09-04T09:00:00+10:00,2026-09-04T15:00:00+10:00,360,0,360
B001,AV00166,S01,2026-09-07,2026-09-07T09:00:00+10:00,2026-09-07T17:00:00+10:00,480,0,480
B001,AV00167,S01,2026-09-08,2026-09-08T09:00:00+10:00,2026-09-08T17:00:00+10:00,480,480,0
B001,AV00168,S01,2026-09-09,2026-09-09T09:00:00+10:00,2026-09-09T17:00:00+10:00,480,480,0
B001,AV00169,S01,2026-09-10,2026-09-10T09:00:00+10:00,2026-09-10T17:00:00+10:00,480,0,480
B001,AV00170,S01,2026-09-11,2026-09-11T09:00:00+10:00,2026-09-11T15:00:00+10:00,360,0,360
B001,AV00171,S02,2026-09-07,2026-09-07T09:00:00+10:00,2026-09-07T17:00:00+10:00,480,0,480
B001,AV00172,S02,2026-09-08,2026-09-08T09:00:00+10:00,2026-09-08T17:00:00+10:00,480,0,480
B001,AV00173,S02,2026-09-09,2026-09-09T09:00:00+10:00,2026-09-09T17:00:00+10:00,480,0,480
B001,AV00174,S02,2026-09-10,2026-09-10T09:00:00+10:00,2026-09-10T17:00:00+10:00,480,0,480
B001,AV00175,S02,2026-09-11,2026-09-11T09:00:00+10:00,2026-09-11T15:00:00+10:00,360,0,360
B001,AV00176,S03,2026-09-07,2026-09-07T09:00:00+10:00,2026-09-07T17:00:00+10:00,480,0,480
B001,AV00177,S03,2026-09-08,2026-09-08T09:00:00+10:00,2026-09-08T17:00:00+10:00,480,0,480
B001,AV00178,S03,2026-09-09,2026-09-09T09:00:00+10:00,2026-09-09T17:00:00+10:00,480,0,480
B001,AV00179,S03,2026-09-10,2026-09-10T09:00:00+10:00,2026-09-10T17:00:00+10:00,480,0,480
B001,AV00180,S03,2026-09-11,2026-09-11T09:00:00+10:00,2026-09-11T15:00:00+10:00,360,0,360
B001,AV00181,S01,2026-09-14,2026-09-14T09:00:00+10:00,2026-09-14T17:00:00+10:00,480,0,480
B001,AV00182,S01,2026-09-15,2026-09-15T09:00:00+10:00,2026-09-15T17:00:00+10:00,480,0,480
B001,AV00183,S01,2026-09-16,2026-09-16T09:00:00+10:00,2026-09-16T17:00:00+10:00,480,0,480
B001,AV00184,S01,2026-09-17,2026-09-17T09:00:00+10:00,2026-09-17T17:00:00+10:00,480,0,480
B001,AV00185,S01,2026-09-18,2026-09-18T09:00:00+10:00,2026-09-18T15:00:00+10:00,360,0,360
B001,AV00186,S02,2026-09-14,2026-09-14T09:00:00+10:00,2026-09-14T17:00:00+10:00,480,0,480
B001,AV00187,S02,2026-09-15,2026-09-15T09:00:00+10:00,2026-09-15T17:00:00+10:00,480,0,480
B001,AV00188,S02,2026-09-16,2026-09-16T09:00:00+10:00,2026-09-16T17:00:00+10:00,480,0,480
B001,AV00189,S02,2026-09-17,2026-09-17T09:00:00+10:00,2026-09-17T17:00:00+10:00,480,0,480
B001,AV00190,S02,2026-09-18,2026-09-18T09:00:00+10:00,2026-09-18T15:00:00+10:00,360,0,360
B001,AV00191,S03,2026-09-14,2026-09-14T09:00:00+10:00,2026-09-14T17:00:00+10:00,480,0,480
B001,AV00192,S03,2026-09-15,2026-09-15T09:00:00+10:00,2026-09-15T17:00:00+10:00,480,0,480
B001,AV00193,S03,2026-09-16,2026-09-16T09:00:00+10:00,2026-09-16T17:00:00+10:00,480,0,480
B001,AV00194,S03,2026-09-17,2026-09-17T09:00:00+10:00,2026-09-17T17:00:00+10:00,480,0,480
B001,AV00195,S03,2026-09-18,2026-09-18T09:00:00+10:00,2026-09-18T15:00:00+10:00,360,0,360
B001,AV00196,S01,2026-09-21,2026-09-21T09:00:00+10:00,2026-09-21T17:00:00+10:00,480,0,480
B001,AV00197,S01,2026-09-22,2026-09-22T09:00:00+10:00,2026-09-22T17:00:00+10:00,480,0,480
B001,AV00198,S01,2026-09-23,2026-09-23T09:00:00+10:00,2026-09-23T17:00:00+10:00,480,0,480
B001,AV00199,S01,2026-09-24,2026-09-24T09:00:00+10:00,2026-09-24T17:00:00+10:00,480,0,480
B001,AV00200,S01,2026-09-25,2026-09-25T09:00:00+10:00,2026-09-25T15:00:00+10:00,360,0,360
B001,AV00201,S02,2026-09-21,2026-09-21T09:00:00+10:00,2026-09-21T17:00:00+10:00,480,0,480
B001,AV00202,S02,2026-09-22,2026-09-22T09:00:00+10:00,2026-09-22T17:00:00+10:00,480,0,480
B001,AV00203,S02,2026-09-23,2026-09-23T09:00:00+10:00,2026-09-23T17:00:00+10:00,480,0,480
B001,AV00204,S02,2026-09-24,2026-09-24T09:00:00+10:00,2026-09-24T17:00:00+10:00,480,0,480
B001,AV00205,S02,2026-09-25,2026-09-25T09:00:00+10:00,2026-09-25T15:00:00+10:00,360,0,360
B001,AV00206,S03,2026-09-21,2026-09-21T09:00:00+10:00,2026-09-21T17:00:00+10:00,480,0,480
B001,AV00207,S03,2026-09-22,2026-09-22T09:00:00+10:00,2026-09-22T17:00:00+10:00,480,0,480
B001,AV00208,S03,2026-09-23,2026-09-23T09:00:00+10:00,2026-09-23T17:00:00+10:00,480,0,480
B001,AV00209,S03,2026-09-24,2026-09-24T09:00:00+10:00,2026-09-24T17:00:00+10:00,480,0,480
B001,AV00210,S03,2026-09-25,2026-09-25T09:00:00+10:00,2026-09-25T15:00:00+10:00,360,0,360
B001,AV00211,S01,2026-09-28,2026-09-28T09:00:00+10:00,2026-09-28T17:00:00+10:00,480,0,480
B001,AV00212,S01,2026-09-29,2026-09-29T09:00:00+10:00,2026-09-29T17:00:00+10:00,480,0,480
B001,AV00213,S01,2026-09-30,2026-09-30T09:00:00+10:00,2026-09-30T17:00:00+10:00,480,0,480
B001,AV00214,S01,2026-10-01,2026-10-01T09:00:00+10:00,2026-10-01T17:00:00+10:00,480,0,480
B001,AV00215,S01,2026-10-02,2026-10-02T09:00:00+10:00,2026-10-02T15:00:00+10:00,360,0,360
B001,AV00216,S02,2026-09-28,2026-09-28T09:00:00+10:00,2026-09-28T17:00:00+10:00,480,0,480
B001,AV00217,S02,2026-09-29,2026-09-29T09:00:00+10:00,2026-09-29T17:00:00+10:00,480,0,480
B001,AV00218,S02,2026-09-30,2026-09-30T09:00:00+10:00,2026-09-30T17:00:00+10:00,480,0,480
B001,AV00219,S02,2026-10-01,2026-10-01T09:00:00+10:00,2026-10-01T17:00:00+10:00,480,0,480
B001,AV00220,S02,2026-10-02,2026-10-02T09:00:00+10:00,2026-10-02T15:00:00+10:00,360,0,360
B001,AV00221,S03,2026-09-28,2026-09-28T09:00:00+10:00,2026-09-28T17:00:00+10:00,480,0,480
B001,AV00222,S03,2026-09-29,2026-09-29T09:00:00+10:00,2026-09-29T17:00:00+10:00,480,0,480
B001,AV00223,S03,2026-09-30,2026-09-30T09:00:00+10:00,2026-09-30T17:00:00+10:00,480,0,480
B001,AV00224,S03,2026-10-01,2026-10-01T09:00:00+10:00,2026-10-01T17:00:00+10:00,480,0,480
B001,AV00225,S03,2026-10-02,2026-10-02T09:00:00+10:00,2026-10-02T15:00:00+10:00,360,0,360
B001,HAV-0-S01-0,S01,2025-06-02,2025-06-02T09:00:00+10:00,2025-06-02T17:00:00+10:00,480,0,480
B001,HAV-0-S01-1,S01,2025-06-03,2025-06-03T09:00:00+10:00,2025-06-03T17:00:00+10:00,480,0,480
B001,HAV-0-S01-2,S01,2025-06-04,2025-06-04T09:00:00+10:00,2025-06-04T17:00:00+10:00,480,0,480
B001,HAV-0-S01-3,S01,2025-06-05,2025-06-05T09:00:00+10:00,2025-06-05T17:00:00+10:00,480,0,480
B001,HAV-0-S01-4,S01,2025-06-06,2025-06-06T09:00:00+10:00,2025-06-06T15:00:00+10:00,360,0,360
B001,HAV-0-S02-0,S02,2025-06-02,2025-06-02T09:00:00+10:00,2025-06-02T17:00:00+10:00,480,0,480
B001,HAV-0-S02-1,S02,2025-06-03,2025-06-03T09:00:00+10:00,2025-06-03T17:00:00+10:00,480,0,480
B001,HAV-0-S02-2,S02,2025-06-04,2025-06-04T09:00:00+10:00,2025-06-04T17:00:00+10:00,480,0,480
B001,HAV-0-S02-3,S02,2025-06-05,2025-06-05T09:00:00+10:00,2025-06-05T17:00:00+10:00,480,0,480
B001,HAV-0-S02-4,S02,2025-06-06,2025-06-06T09:00:00+10:00,2025-06-06T15:00:00+10:00,360,0,360
B001,HAV-0-S03-0,S03,2025-06-02,2025-06-02T09:00:00+10:00,2025-06-02T17:00:00+10:00,480,0,480
B001,HAV-0-S03-1,S03,2025-06-03,2025-06-03T09:00:00+10:00,2025-06-03T17:00:00+10:00,480,0,480
B001,HAV-0-S03-2,S03,2025-06-04,2025-06-04T09:00:00+10:00,2025-06-04T17:00:00+10:00,480,0,480
