business_id,booking_id,customer_id,staff_id,appointment_start,appointment_end,booking_created_at,status,expected_value_ex_gst,booking_source
B001,B00022,C0022,S02,2026-06-22T11:00:00+10:00,2026-06-22T13:00:00+10:00,2026-06-12T10:00:00+10:00,Completed,180,phone
B001,B00023,C0023,S02,2026-06-22T13:00:00+10:00,2026-06-22T15:00:00+10:00,2026-06-12T10:00:00+10:00,Completed,180,online
B001,B00024,C0024,S02,2026-06-22T15:00:00+10:00,2026-06-22T17:00:00+10:00,2026-06-12T10:00:00+10:00,Completed,180,walk_in
B001,B00025,C0025,S02,2026-06-23T09:00:00+10:00,2026-06-23T11:00:00+10:00,2026-06-12T10:00:00+10:00,Completed,180,phone
B001,B00026,C0026,S02,2026-06-23T11:00:00+10:00,2026-06-23T13:00:00+10:00,2026-06-12T10:00:00+10:00,Completed,180,online
B001,B00027,C0027,S02,2026-06-23T13:00:00+10:00,2026-06-23T15:00:00+10:00,2026-06-12T10:00:00+10:00,Completed,180,walk_in
B001,B00028,C0028,S02,2026-06-23T15:00:00+10:00,2026-06-23T17:00:00+10:00,2026-06-12T10:00:00+10:00,Completed,180,phone
B001,B00029,C0029,S02,2026-06-24T09:00:00+10:00,2026-06-24T11:00:00+10:00,2026-06-12T10:00:00+10:00,Completed,180,online
B001,B00030,C0030,S02,2026-06-24T11:00:00+10:00,2026-06-24T13:00:00+10:00,2026-06-12T10:00:00+10:00,Completed,180,walk_in
B001,B00031,C0031,S02,2026-06-24T13:00:00+10:00,2026-06-24T14:00:00+10:00,2026-06-20T10:00:00+10:00,Completed,70,phone
B001,B00032,C0032,S02,2026-06-24T14:00:00+10:00,2026-06-24T15:00:00+10:00,2026-06-20T10:00:00+10:00,Completed,70,online
B001,B00033,C0033,S02,2026-06-24T15:00:00+10:00,2026-06-24T16:00:00+10:00,2026-06-20T10:00:00+10:00,Completed,70,walk_in
B001,B00034,C0034,S02,2026-06-24T16:00:00+10:00,2026-06-24T17:00:00+10:00,2026-06-20T10:00:00+10:00,Completed,70,phone
B001,B00035,C0035,S02,2026-06-25T09:00:00+10:00,2026-06-25T10:00:00+10:00,2026-06-20T10:00:00+10:00,Completed,70,online
B001,B00036,C0036,S02,2026-06-25T10:00:00+10:00,2026-06-25T11:00:00+10:00,2026-06-20T10:00:00+10:00,Completed,70,walk_in
B001,B00037,C0037,S02,2026-06-25T11:00:00+10:00,2026-06-25T12:00:00+10:00,2026-06-20T10:00:00+10:00,Completed,70,phone
B001,B00038,C0038,S02,2026-06-25T12:00:00+10:00,2026-06-25T13:00:00+10:00,2026-06-20T10:00:00+10:00,Completed,70,online
B001,B00039,C0039,S02,2026-06-25T13:00:00+10:00,2026-06-25T14:00:00+10:00,2026-06-20T10:00:00+10:00,Completed,70,walk_in
B001,B00040,C0040,S02,2026-06-25T14:00:00+10:00,2026-06-25T15:00:00+10:00,2026-06-20T10:00:00+10:00,Completed,70,phone
B001,B00041,C0041,S03,2026-06-22T09:00:00+10:00,2026-06-22T11:00:00+10:00,2026-06-12T10:00:00+10:00,Completed,180,online
B001,B00042,C0042,S03,2026-06-22T11:00:00+10:00,2026-06-22T13:00:00+10:00,2026-06-12T10:00:00+10:00,Completed,180,walk_in
B001,B00043,C0043,S03,2026-06-22T13:00:00+10:00,2026-06-22T15:00:00+10:00,2026-06-12T10:00:00+10:00,Completed,180,phone
B001,B00044,C0044,S03,2026-06-22T15:00:00+10:00,2026-06-22T17:00:00+10:00,2026-06-12T10:00:00+10:00,Completed,180,online
B001,B00045,C0045,S03,2026-06-23T09:00:00+10:00,2026-06-23T11:00:00+10:00,2026-06-12T10:00:00+10:00,Completed,180,walk_in
B001,B00046,C0046,S03,2026-06-23T11:00:00+10:00,2026-06-23T13:00:00+10:00,2026-06-12T10:00:00+10:00,Completed,180,phone
B001,B00047,C0047,S03,2026-06-23T13:00:00+10:00,2026-06-23T15:00:00+10:00,2026-06-12T10:00:00+10:00,Completed,180,online
B001,B00048,C0048,S03,2026-06-23T15:00:00+10:00,2026-06-23T17:00:00+10:00,2026-06-12T10:00:00+10:00,Completed,180,walk_in
B001,B00049,C0049,S03,2026-06-24T09:00:00+10:00,2026-06-24T11:00:00+10:00,2026-06-12T10:00:00+10:00,Completed,180,phone
B001,B00050,C0050,S03,2026-06-24T11:00:00+10:00,2026-06-24T13:00:00+10:00,2026-06-12T10:00:00+10:00,Completed,180,online
B001,B00051,C0051,S03,2026-06-24T13:00:00+10:00,2026-06-24T15:00:00+10:00,2026-06-20T10:00:00+10:00,Completed,180,walk_in
B001,B00052,C0052,S03,2026-06-24T15:00:00+10:00,2026-06-24T17:00:00+10:00,2026-06-20T10:00:00+10:00,Completed,180,phone
B001,B00053,C0053,S03,2026-06-25T09:00:00+10:00,2026-06-25T10:00:00+10:00,2026-06-20T10:00:00+10:00,Completed,70,online
B001,B00054,C0054,S03,2026-06-25T10:00:00+10:00,2026-06-25T11:00:00+10:00,2026-06-20T10:00:00+10:00,Completed,70,walk_in
B001,B00055,C0055,S03,2026-06-25T11:00:00+10:00,2026-06-25T12:00:00+10:00,2026-06-20T10:00:00+10:00,Completed,70,phone
B001,B00056,C0056,S03,2026-06-25T12:00:00+10:00,2026-06-25T13:00:00+10:00,2026-06-20T10:00:00+10:00,Completed,70,online
B001,B00057,C0057,S03,2026-06-25T13:00:00+10:00,2026-06-25T14:00:00+10:00,2026-06-20T10:00:00+10:00,Completed,70,walk_in
B001,B00058,C0058,S03,2026-06-25T14:00:00+10:00,2026-06-25T15:00:00+10:00,2026-06-20T10:00:00+10:00,Completed,70,phone
B001,B00059,C0059,S01,2026-06-29T09:00:00+10:00,2026-06-29T11:00:00+10:00,2026-06-19T10:00:00+10:00,Completed,180,online
B001,B00060,C0060,S01,2026-06-29T11:00:00+10:00,2026-06-29T13:00:00+10:00,2026-06-19T10:00:00+10:00,Completed,180,walk_in
B001,B00061,C0061,S01,2026-06-29T13:00:00+10:00,2026-06-29T15:00:00+10:00,2026-06-19T10:00:00+10:00,Completed,180,phone
B001,B00062,C0062,S01,2026-06-29T15:00:00+10:00,2026-06-29T17:00:00+10:00,2026-06-19T10:00:00+10:00,Completed,180,online
B001,B00063,C0063,S01,2026-06-30T09:00:00+10:00,2026-06-30T11:00:00+10:00,2026-06-19T10:00:00+10:00,Completed,180,walk_in
B001,B00064,C0064,S01,2026-06-30T11:00:00+10:00,2026-06-30T13:00:00+10:00,2026-06-19T10:00:00+10:00,Completed,180,phone
B001,B00065,C0065,S01,2026-06-30T13:00:00+10:00,2026-06-30T15:00:00+10:00,2026-06-19T10:00:00+10:00,Completed,180,online
B001,B00066,C0066,S01,2026-06-30T15:00:00+10:00,2026-06-30T17:00:00+10:00,2026-06-19T10:00:00+10:00,Completed,180,walk_in
B001,B00067,C0067,S01,2026-07-01T09:00:00+10:00,2026-07-01T11:00:00+10:00,2026-06-19T10:00:00+10:00,Completed,180,phone
B001,B00068,C0068,S01,2026-07-01T11:00:00+10:00,2026-07-01T13:00:00+10:00,2026-06-19T10:00:00+10:00,Completed,180,online
B001,B00069,C0069,S01,2026-07-01T13:00:00+10:00,2026-07-01T14:00:00+10:00,2026-06-27T10:00:00+10:00,Completed,70,walk_in
B001,B00070,C0070,S01,2026-07-01T14:00:00+10:00,2026-07-01T15:00:00+10:00,2026-06-27T10:00:00+10:00,Completed,70,phone
B001,B00071,C0071,S01,2026-07-01T15:00:00+10:00,2026-07-01T16:00:00+10:00,2026-06-27T10:00:00+10:00,Completed,70,online
B001,B00072,C0072,S01,2026-07-01T16:00:00+10:00,2026-07-01T17:00:00+10:00,2026-06-27T10:00:00+10:00,Completed,70,walk_in
B001,B00073,C0073,S01,2026-07-02T09:00:00+10:00,2026-07-02T10:00:00+10:00,2026-06-27T10:00:00+10:00,Completed,70,phone
B001,B00074,C0074,S01,2026-07-02T10:00:00+10:00,2026-07-02T11:00:00+10:00,2026-06-27T10:00:00+10:00,Completed,70,online
B001,B00075,C0075,S01,2026-07-02T11:00:00+10:00,2026-07-02T12:00:00+10:00,2026-06-27T10:00:00+10:00,Completed,70,walk_in
B001,B00076,C0076,S01,2026-07-02T12:00:00+10:00,2026-07-02T13:00:00+10:00,2026-06-27T10:00:00+10:00,Completed,70,phone
B001,B00077,C0077,S01,2026-07-02T13:00:00+10:00,2026-07-02T14:00:00+10:00,2026-06-27T10:00:00+10:00,Completed,70,online
B001,B00078,C0078,S01,2026-07-02T14:00:00+10:00,2026-07-02T15:00:00+10:00,2026-06-27T10:00:00+10:00,Completed,70,walk_in
B001,B00079,C0079,S02,2026-06-29T09:00:00+10:00,2026-06-29T11:00:00+10:00,2026-06-19T10:00:00+10:00,Completed,180,phone
B001,B00080,C0080,S02,2026-06-29T11:00:00+10:00,2026-06-29T13:00:00+10:00,2026-06-19T10:00:00+10:00,Completed,180,online
B001,B00081,C0081,S02,2026-06-29T13:00:00+10:00,2026-06-29T15:00:00+10:00,2026-06-19T10:00:00+10:00,Completed,180,walk_in
B001,B00082,C0082,S02,2026-06-29T15:00:00+10:00,2026-06-29T17:00:00+10:00,2026-06-19T10:00:00+10:00,Completed,180,phone
B001,B00083,C0083,S02,2026-06-30T09:00:00+10:00,2026-06-30T11:00:00+10:00,2026-06-19T10:00:00+10:00,Completed,180,online
B001,B00084,C0084,S02,2026-06-30T11:00:00+10:00,2026-06-30T13:00:00+10:00,2026-06-19T10:00:00+10:00,Completed,180,walk_in
B001,B00085,C0085,S02,2026-06-30T13:00:00+10:00,2026-06-30T15:00:00+10:00,2026-06-19T10:00:00+10:00,Completed,180,phone
B001,B00086,C0086,S02,2026-06-30T15:00:00+10:00,2026-06-30T17:00:00+10:00,2026-06-19T10:00:00+10:00,Completed,180,online
B001,B00087,C0087,S02,2026-07-01T09:00:00+10:00,2026-07-01T11:00:00+10:00,2026-06-19T10:00:00+10:00,Completed,180,walk_in
B001,B00088,C0088,S02,2026-07-01T11:00:00+10:00,2026-07-01T13:00:00+10:00,2026-06-19T10:00:00+10:00,Completed,180,phone
B001,B00089,C0089,S02,2026-07-01T13:00:00+10:00,2026-07-01T14:00:00+10:00,2026-06-27T10:00:00+10:00,Completed,70,online
B001,B00090,C0090,S02,2026-07-01T14:00:00+10:00,2026-07-01T15:00:00+10:00,2026-06-27T10:00:00+10:00,Completed,70,walk_in
B001,B00091,C0091,S02,2026-07-01T15:00:00+10:00,2026-07-01T16:00:00+10:00,2026-06-27T10:00:00+10:00,Completed,70,phone
B001,B00092,C0092,S02,2026-07-01T16:00:00+10:00,2026-07-01T17:00:00+10:00,2026-06-27T10:00:00+10:00,Completed,70,online
B001,B00093,C0093,S02,2026-07-02T09:00:00+10:00,2026-07-02T10:00:00+10:00,2026-06-27T10:00:00+10:00,Completed,70,walk_in
B001,B00094,C0094,S02,2026-07-02T10:00:00+10:00,2026-07-02T11:00:00+10:00,2026-06-27T10:00:00+10:00,Completed,70,phone
B001,B00095,C0095,S02,2026-07-02T11:00:00+10:00,2026-07-02T12:00:00+10:00,2026-06-27T10:00:00+10:00,Completed,70,online
B001,B00096,C0096,S02,2026-07-02T12:00:00+10:00,2026-07-02T13:00:00+10:00,2026-06-27T10:00:00+10:00,Completed,70,walk_in
B001,B00097,C0097,S02,2026-07-02T13:00:00+10:00,2026-07-02T14:00:00+10:00,2026-06-27T10:00:00+10:00,Completed,70,phone
B001,B00098,C0098,S02,2026-07-02T14:00:00+10:00,2026-07-02T15:00:00+10:00,2026-06-27T10:00:00+10:00,Completed,70,online
B001,B00099,C0099,S03,2026-06-29T09:00:00+10:00,2026-06-29T11:00:00+10:00,2026-06-19T10:00:00+10:00,Completed,180,walk_in
B001,B00100,C0100,S03,2026-06-29T11:00:00+10:00,2026-06-29T13:00:00+10:00,2026-06-19T10:00:00+10:00,Completed,180,phone
B001,B00101,C0101,S03,2026-06-29T13:00:00+10:00,2026-06-29T15:00:00+10:00,2026-06-19T10:00:00+10:00,Completed,180,online
B001,B00102,C0102,S03,2026-06-29T15:00:00+10:00,2026-06-29T17:00:00+10:00,2026-06-19T10:00:00+10:00,Completed,180,walk_in
B001,B00103,C0103,S03,2026-06-30T09:00:00+10:00,2026-06-30T11:00:00+10:00,2026-06-19T10:00:00+10:00,Completed,180,phone
B001,B00104,C0104,S03,2026-06-30T11:00:00+10:00,2026-06-30T13:00:00+10:00,2026-06-19T10:00:00+10:00,Completed,180,online
B001,B00105,C0105,S03,2026-06-30T13:00:00+10:00,2026-06-30T15:00:00+10:00,2026-06-19T10:00:00+10:00,Completed,180,walk_in
B001,B00106,C0106,S03,2026-06-30T15:00:00+10:00,2026-06-30T17:00:00+10:00,2026-06-19T10:00:00+10:00,Completed,180,phone
B001,B00107,C0107,S03,2026-07-01T09:00:00+10:00,2026-07-01T11:00:00+10:00,2026-06-19T10:00:00+10:00,Completed,180,online
B001,B00108,C0108,S03,2026-07-01T11:00:00+10:00,2026-07-01T13:00:00+10:00,2026-06-19T10:00:00+10:00,Completed,180,walk_in
B001,B00109,C0109,S03,2026-07-01T13:00:00+10:00,2026-07-01T15:00:00+10:00,2026-06-27T10:00:00+10:00,Completed,180,phone
B001,B00110,C0110,S03,2026-07-01T15:00:00+10:00,2026-07-01T17:00:00+10:00,2026-06-27T10:00:00+10:00,Completed,180,online
B001,B00111,C0111,S03,2026-07-02T09:00:00+10:00,2026-07-02T10:00:00+10:00,2026-06-27T10:00:00+10:00,Completed,70,walk_in
B001,B00112,C0112,S03,2026-07-02T10:00:00+10:00,2026-07-02T11:00:00+10:00,2026-06-27T10:00:00+10:00,Completed,70,phone
B001,B00113,C0113,S03,2026-07-02T11:00:00+10:00,2026-07-02T12:00:00+10:00,2026-06-27T10:00:00+10:00,Completed,70,online
B001,B00114,C0114,S03,2026-07-02T12:00:00+10:00,2026-07-02T13:00:00+10:00,2026-06-27T10:00:00+10:00,Completed,70,walk_in
B001,B00115,C0115,S03,2026-07-02T13:00:00+10:00,2026-07-02T14:00:00+10:00,2026-06-27T10:00:00+10:00,Completed,70,phone
B001,B00116,C0116,S03,2026-07-02T14:00:00+10:00,2026-07-02T15:00:00+10:00,2026-06-27T10:00:00+10:00,Completed,70,online
B001,B00117,C0117,S01,2026-07-06T09:00:00+10:00,2026-07-06T11:00:00+10:00,2026-06-26T10:00:00+10:00,Completed,180,walk_in
B001,B00118,C0118,S01,2026-07-06T11:00:00+10:00,2026-07-06T13:00:00+10:00,2026-06-26T10:00:00+10:00,Completed,180,phone
B001,B00119,C0119,S01,2026-07-06T13:00:00+10:00,2026-07-06T15:00:00+10:00,2026-06-26T10:00:00+10:00,Completed,180,online
B001,B00120,C0120,S01,2026-07-06T15:00:00+10:00,2026-07-06T17:00:00+10:00,2026-06-26T10:00:00+10:00,Completed,180,walk_in
B001,B00121,C0121,S01,2026-07-07T09:00:00+10:00,2026-07-07T11:00:00+10:00,2026-06-26T10:00:00+10:00,Completed,180,phone
B001,B00122,C0122,S01,2026-07-07T11:00:00+10:00,2026-07-07T13:00:00+10:00,2026-06-26T10:00:00+10:00,Completed,180,online
B001,B00123,C0123,S01,2026-07-07T13:00:00+10:00,2026-07-07T15:00:00+10:00,2026-06-26T10:00:00+10:00,Completed,180,walk_in
B001,B00124,C0124,S01,2026-07-07T15:00:00+10:00,2026-07-07T17:00:00+10:00,2026-06-26T10:00:00+10:00,Completed,180,phone
B001,B00125,C0125,S01,2026-07-08T09:00:00+10:00,2026-07-08T11:00:00+10:00,2026-06-26T10:00:00+10:00,Completed,180,online
B001,B00126,C0126,S01,2026-07-08T11:00:00+10:00,2026-07-08T13:00:00+10:00,2026-06-26T10:00:00+10:00,Completed,180,walk_in
B001,B00127,C0127,S01,2026-07-08T13:00:00+10:00,2026-07-08T14:00:00+10:00,2026-07-04T10:00:00+10:00,Completed,70,phone
B001,B00128,C0128,S01,2026-07-08T14:00:00+10:00,2026-07-08T15:00:00+10:00,2026-07-04T10:00:00+10:00,Completed,70,online
B001,B00129,C0129,S01,2026-07-08T15:00:00+10:00,2026-07-08T16:00:00+10:00,2026-07-04T10:00:00+10:00,Completed,70,walk_in
B001,B00130,C0130,S01,2026-07-08T16:00:00+10:00,2026-07-08T17:00:00+10:00,2026-07-04T10:00:00+10:00,Completed,70,phone
B001,B00131,C0131,S01,2026-07-09T09:00:00+10:00,2026-07-09T10:00:00+10:00,2026-07-04T10:00:00+10:00,Completed,70,online
B001,B00132,C0132,S01,2026-07-09T10:00:00+10:00,2026-07-09T11:00:00+10:00,2026-07-04T10:00:00+10:00,Completed,70,walk_in
B001,B00133,C0133,S01,2026-07-09T11:00:00+10:00,2026-07-09T12:00:00+10:00,2026-07-04T10:00:00+10:00,Completed,70,phone
B001,B00134,C0134,S01,2026-07-09T12:00:00+10:00,2026-07-09T13:00:00+10:00,2026-07-04T10:00:00+10:00,Completed,70,online
B001,B00135,C0135,S01,2026-07-09T13:00:00+10:00,2026-07-09T14:00:00+10:00,2026-07-04T10:00:00+10:00,Completed,70,walk_in
B001,B00136,C0136,S01,2026-07-09T14:00:00+10:00,2026-07-09T15:00:00+10:00,2026-07-04T10:00:00+10:00,Completed,70,phone
B001,B00137,C0137,S02,2026-07-06T09:00:00+10:00,2026-07-06T11:00:00+10:00,2026-06-26T10:00:00+10:00,Completed,180,online
B001,B00138,C0138,S02,2026-07-06T11:00:00+10:00,2026-07-06T13:00:00+10:00,2026-06-26T10:00:00+10:00,Completed,180,walk_in
B001,B00139,C0139,S02,2026-07-06T13:00:00+10:00,2026-07-06T15:00:00+10:00,2026-06-26T10:00:00+10:00,Completed,180,phone
B001,B00140,C0140,S02,2026-07-06T15:00:00+10:00,2026-07-06T17:00:00+10:00,2026-06-26T10:00:00+10:00,Completed,180,online
B001,B00141,C0141,S02,2026-07-07T09:00:00+10:00,2026-07-07T11:00:00+10:00,2026-06-26T10:00:00+10:00,Completed,180,walk_in
B001,B00142,C0142,S02,2026-07-07T11:00:00+10:00,2026-07-07T13:00:00+10:00,2026-06-26T10:00:00+10:00,Completed,180,phone
B001,B00143,C0143,S02,2026-07-07T13:00:00+10:00,2026-07-07T15:00:00+10:00,2026-06-26T10:00:00+10:00,Completed,180,online
B001,B00144,C0144,S02,2026-07-07T15:00:00+10:00,2026-07-07T17:00:00+10:00,2026-06-26T10:00:00+10:00,Completed,180,walk_in
B001,B00145,C0145,S02,2026-07-08T09:00:00+10:00,2026-07-08T11:00:00+10:00,2026-06-26T10:00:00+10:00,Completed,180,phone
B001,B00146,C0146,S02,2026-07-08T11:00:00+10:00,2026-07-08T13:00:00+10:00,2026-06-26T10:00:00+10:00,Completed,180,online
B001,B00147,C0147,S02,2026-07-08T13:00:00+10:00,2026-07-08T14:00:00+10:00,2026-07-04T10:00:00+10:00,Completed,70,walk_in
B001,B00148,C0148,S02,2026-07-08T14:00:00+10:00,2026-07-08T15:00:00+10:00,2026-07-04T10:00:00+10:00,Completed,70,phone
B001,B00149,C0149,S02,2026-07-08T15:00:00+10:00,2026-07-08T16:00:00+10:00,2026-07-04T10:00:00+10:00,Completed,70,online
B001,B00150,C0150,S02,2026-07-08T16:00:00+10:00,2026-07-08T17:00:00+10:00,2026-07-04T10:00:00+10:00,Completed,70,walk_in
B001,B00151,C0151,S02,2026-07-09T09:00:00+10:00,2026-07-09T10:00:00+10:00,2026-07-04T10:00:00+10:00,Completed,70,phone
B001,B00152,C0152,S02,2026-07-09T10:00:00+10:00,2026-07-09T11:00:00+10:00,2026-07-04T10:00:00+10:00,Completed,70,online
B001,B00153,C0153,S02,2026-07-09T11:00:00+10:00,2026-07-09T12:00:00+10:00,2026-07-04T10:00:00+10:00,Completed,70,walk_in
B001,B00154,C0154,S02,2026-07-09T12:00:00+10:00,2026-07-09T13:00:00+10:00,2026-07-04T10:00:00+10:00,Completed,70,phone
B001,B00155,C0155,S02,2026-07-09T13:00:00+10:00,2026-07-09T14:00:00+10:00,2026-07-04T10:00:00+10:00,Completed,70,online
B001,B00156,C0156,S02,2026-07-09T14:00:00+10:00,2026-07-09T15:00:00+10:00,2026-07-04T10:00:00+10:00,Completed,70,walk_in
B001,B00157,C0157,S03,2026-07-06T09:00:00+10:00,2026-07-06T11:00:00+10:00,2026-06-26T10:00:00+10:00,Completed,180,phone
B001,B00158,C0158,S03,2026-07-06T11:00:00+10:00,2026-07-06T13:00:00+10:00,2026-06-26T10:00:00+10:00,Completed,180,online
B001,B00159,C0159,S03,2026-07-06T13:00:00+10:00,2026-07-06T15:00:00+10:00,2026-06-26T10:00:00+10:00,Completed,180,walk_in
B001,B00160,C0160,S03,2026-07-06T15:00:00+10:00,2026-07-06T17:00:00+10:00,2026-06-26T10:00:00+10:00,Completed,180,phone
B001,B00161,C0161,S03,2026-07-07T09:00:00+10:00,2026-07-07T11:00:00+10:00,2026-06-26T10:00:00+10:00,Completed,180,online
B001,B00162,C0162,S03,2026-07-07T11:00:00+10:00,2026-07-07T13:00:00+10:00,2026-06-26T10:00:00+10:00,Completed,180,walk_in
B001,B00163,C0163,S03,2026-07-07T13:00:00+10:00,2026-07-07T15:00:00+10:00,2026-06-26T10:00:00+10:00,Completed,180,phone
B001,B00164,C0164,S03,2026-07-07T15:00:00+10:00,2026-07-07T17:00:00+10:00,2026-06-26T10:00:00+10:00,Completed,180,online
B001,B00165,C0165,S03,2026-07-08T09:00:00+10:00,2026-07-08T11:00:00+10:00,2026-06-26T10:00:00+10:00,Completed,180,walk_in
B001,B00166,C0001,S03,2026-07-08T11:00:00+10:00,2026-07-08T13:00:00+10:00,2026-06-26T10:00:00+10:00,Completed,180,phone
B001,B00167,C0002,S03,2026-07-08T13:00:00+10:00,2026-07-08T15:00:00+10:00,2026-07-04T10:00:00+10:00,Completed,180,online
B001,B00168,C0003,S03,2026-07-08T15:00:00+10:00,2026-07-08T17:00:00+10:00,2026-07-04T10:00:00+10:00,Completed,180,walk_in
B001,B00169,C0004,S03,2026-07-09T09:00:00+10:00,2026-07-09T10:00:00+10:00,2026-07-04T10:00:00+10:00,Completed,70,phone
B001,B00170,C0005,S03,2026-07-09T10:00:00+10:00,2026-07-09T11:00:00+10:00,2026-07-04T10:00:00+10:00,Completed,70,online
B001,B00171,C0006,S03,2026-07-09T11:00:00+10:00,2026-07-09T12:00:00+10:00,2026-07-04T10:00:00+10:00,Completed,70,walk_in
B001,B00172,C0007,S03,2026-07-09T12:00:00+10:00,2026-07-09T13:00:00+10:00,2026-07-04T10:00:00+10:00,Completed,70,phone
B001,B00173,C0008,S03,2026-07-09T13:00:00+10:00,2026-07-09T14:00:00+10:00,2026-07-04T10:00:00+10:00,Completed,70,online
B001,B00174,C0009,S03,2026-07-09T14:00:00+10:00,2026-07-09T15:00:00+10:00,2026-07-04T10:00:00+10:00,Completed,70,walk_in
B001,B00175,C0010,S01,2026-07-13T09:00:00+10:00,2026-07-13T11:00:00+10:00,2026-07-03T10:00:00+10:00,Completed,180,phone
B001,B00176,C0011,S01,2026-07-13T11:00:00+10:00,2026-07-13T13:00:00+10:00,2026-07-03T10:00:00+10:00,Completed,180,online
B001,B00177,C0012,S01,2026-07-13T13:00:00+10:00,2026-07-13T15:00:00+10:00,2026-07-03T10:00:00+10:00,Completed,180,walk_in
B001,B00178,C0013,S01,2026-07-13T15:00:00+10:00,2026-07-13T17:00:00+10:00,2026-07-03T10:00:00+10:00,Completed,180,phone
B001,B00179,C0014,S01,2026-07-14T09:00:00+10:00,2026-07-14T11:00:00+10:00,2026-07-03T10:00:00+10:00,Completed,180,online
B001,B00180,C0015,S01,2026-07-14T11:00:00+10:00,2026-07-14T13:00:00+10:00,2026-07-03T10:00:00+10:00,Completed,180,walk_in
B001,B00181,C0016,S01,2026-07-14T13:00:00+10:00,2026-07-14T15:00:00+10:00,2026-07-03T10:00:00+10:00,Completed,180,phone
B001,B00182,C0017,S01,2026-07-14T15:00:00+10:00,2026-07-14T17:00:00+10:00,2026-07-03T10:00:00+10:00,Completed,180,online
B001,B00183,C0018,S01,2026-07-15T09:00:00+10:00,2026-07-15T11:00:00+10:00,2026-07-03T10:00:00+10:00,Completed,180,walk_in
B001,B00184,C0019,S01,2026-07-15T11:00:00+10:00,2026-07-15T13:00:00+10:00,2026-07-03T10:00:00+10:00,Completed,180,phone
B001,B00185,C0020,S01,2026-07-15T13:00:00+10:00,2026-07-15T14:00:00+10:00,2026-07-11T10:00:00+10:00,Completed,70,online
B001,B00186,C0021,S01,2026-07-15T14:00:00+10:00,2026-07-15T15:00:00+10:00,2026-07-11T10:00:00+10:00,Completed,70,walk_in
