retail_sale_id,appointment_id,customer_id,staff_name,sold_at,product_name,quantity,unit_price_aud,retail_revenue_aud
R00067,A00342,C0086,Sam,2026-04-24T12:00:00,Colour-care shampoo,1,35,35
R00068,A00394,C0296,Sam,2026-04-21T11:30:00,Colour-care shampoo,1,35,35
R00069,A00373,C0290,Sam,2026-04-20T13:00:00,Colour-care shampoo,1,35,35
R00070,A00414,C0008,Sarah,2026-04-28T13:00:00,Colour-care shampoo,1,35,35
R00071,A00410,C0004,Sarah,2026-04-28T11:00:00,Colour-care shampoo,1,35,35
R00072,A00478,C0099,Sarah,2026-04-28T15:00:00,Colour-care shampoo,1,35,35
R00073,A00427,C0012,Sarah,2026-04-27T14:30:00,Colour-care shampoo,1,35,35
R00074,A00434,C0139,Matthew,2026-04-27T13:30:00,Colour-care shampoo,1,35,35
R00075,A00446,C0307,Matthew,2026-04-28T15:00:00,Colour-care shampoo,1,35,35
R00076,A00481,C0322,Matthew,2026-05-01T12:00:00,Colour-care shampoo,1,35,35
R00077,A00462,C0313,Matthew,2026-04-27T16:00:00,Colour-care shampoo,1,35,35
R00078,A00435,C0020,Sam,2026-04-28T15:00:00,Colour-care shampoo,1,35,35
R00079,A00468,C0315,Sam,2026-04-27T17:00:00,Colour-care shampoo,1,35,35
R00080,A00436,C0059,Sam,2026-04-27T11:30:00,Colour-care shampoo,1,35,35
R00081,A00464,C0040,Sam,2026-05-01T15:00:00,Colour-care shampoo,1,35,35
R00082,A00533,C0337,Sarah,2026-05-04T17:00:00,Colour-care shampoo,1,35,35
R00083,A00534,C0338,Sarah,2026-05-04T12:00:00,Colour-care shampoo,1,35,35
R00084,A00484,C0323,Sarah,2026-05-05T16:15:00,Colour-care shampoo,1,35,35
R00085,A00506,C0057,Matthew,2026-05-04T13:30:00,Colour-care shampoo,1,35,35
R00086,A00546,C0180,Matthew,2026-05-05T17:00:00,Colour-care shampoo,1,35,35
R00087,A00513,C0073,Matthew,2026-05-05T11:45:00,Colour-care shampoo,1,35,35
R00088,A00541,C0080,Sam,2026-05-04T12:00:00,Colour-care shampoo,1,35,35
R00089,A00542,C0027,Sam,2026-05-08T12:00:00,Colour-care shampoo,1,35,35
R00090,A00503,C0097,Sam,2026-05-08T15:00:00,Colour-care shampoo,1,35,35
R00091,A00570,C0088,Sarah,2026-05-11T13:30:00,Colour-care shampoo,1,35,35
R00092,A00604,C0252,Sarah,2026-05-15T12:30:00,Colour-care shampoo,1,35,35
R00093,A00605,C0182,Sarah,2026-05-12T11:45:00,Colour-care shampoo,1,35,35
R00094,A00594,C0239,Matthew,2026-05-12T16:00:00,Colour-care shampoo,1,35,35
R00095,A00564,C0137,Matthew,2026-05-11T17:00:00,Colour-care shampoo,1,35,35
R00096,A00549,C0062,Matthew,2026-05-11T14:30:00,Colour-care shampoo,1,35,35
R00097,A00569,C0348,Sam,2026-05-15T15:00:00,Colour-care shampoo,1,35,35
R00098,A00607,C0106,Sam,2026-05-11T11:30:00,Colour-care shampoo,1,35,35
R00099,A00565,C0055,Sam,2026-05-11T15:30:00,Colour-care shampoo,1,35,35
R00100,A00617,C0076,Sarah,2026-05-18T16:30:00,Colour-care shampoo,1,35,35
R00101,A00632,C0084,Sarah,2026-05-19T12:30:00,Colour-care shampoo,1,35,35
R00102,A00650,C0042,Sarah,2026-05-18T14:00:00,Colour-care shampoo,1,35,35
R00103,A00652,C0372,Matthew,2026-05-18T14:30:00,Colour-care shampoo,1,35,35
R00104,A00655,C0216,Matthew,2026-05-18T12:30:00,Colour-care shampoo,1,35,35
R00105,A00669,C0103,Matthew,2026-05-19T15:00:00,Colour-care shampoo,1,35,35
R00106,A00674,C0378,Matthew,2026-05-22T14:30:00,Colour-care shampoo,1,35,35
R00107,A00642,C0181,Sam,2026-05-18T16:30:00,Colour-care shampoo,1,35,35
R00108,A00628,C0138,Sam,2026-05-18T14:00:00,Colour-care shampoo,1,35,35
R00109,A00696,C0064,Sarah,2026-05-26T17:00:00,Colour-care shampoo,1,35,35
R00110,A00705,C0214,Sarah,2026-05-26T11:00:00,Colour-care shampoo,1,35,35
R00111,A00726,C0198,Sarah,2026-05-25T16:00:00,Colour-care shampoo,1,35,35
R00112,A00721,C0392,Sarah,2026-05-29T12:00:00,Colour-care shampoo,1,35,35
R00113,A00724,C0394,Sarah,2026-05-25T13:30:00,Colour-care shampoo,1,35,35
R00114,A00686,C0131,Matthew,2026-05-26T17:00:00,Colour-care shampoo,1,35,35
R00115,A00707,C0388,Matthew,2026-05-25T13:00:00,Colour-care shampoo,1,35,35
R00116,A00723,C0393,Matthew,2026-05-25T11:00:00,Colour-care shampoo,1,35,35
R00117,A00738,C0154,Matthew,2026-05-25T17:00:00,Colour-care shampoo,1,35,35
R00118,A00737,C0274,Sam,2026-05-25T15:30:00,Colour-care shampoo,1,35,35
R00119,A00693,C0383,Sam,2026-05-26T13:15:00,Colour-care shampoo,1,35,35
R00120,A00688,C0273,Sam,2026-05-29T14:30:00,Colour-care shampoo,1,35,35
R00121,A00799,C0053,Sarah,2026-06-01T15:30:00,Colour-care shampoo,1,35,35
R00122,A00780,C0207,Sarah,2026-06-02T16:15:00,Colour-care shampoo,1,35,35
R00123,A00793,C0220,Sarah,2026-06-01T11:30:00,Colour-care shampoo,1,35,35
R00124,A00783,C0285,Sarah,2026-06-05T12:00:00,Colour-care shampoo,1,35,35
R00125,A00798,C0134,Matthew,2026-06-02T11:00:00,Colour-care shampoo,1,35,35
R00126,A00771,C0406,Matthew,2026-06-05T11:30:00,Colour-care shampoo,1,35,35
R00127,A00785,C0038,Matthew,2026-06-05T15:00:00,Colour-care shampoo,1,35,35
R00128,A00804,C0297,Matthew,2026-06-01T15:00:00,Colour-care shampoo,1,35,35
R00129,A00779,C0410,Sam,2026-06-01T17:00:00,Colour-care shampoo,1,35,35
R00130,A00803,C0290,Sam,2026-06-05T15:00:00,Colour-care shampoo,1,35,35
R00131,A00789,C0195,Sam,2026-06-05T11:30:00,Colour-care shampoo,1,35,35
R00132,A00749,C0170,Sam,2026-06-01T11:00:00,Colour-care shampoo,1,35,35
R00133,A00847,C0150,Sarah,2026-06-08T15:00:00,Colour-care shampoo,1,35,35
R00134,A00873,C0437,Sarah,2026-06-12T12:00:00,Colour-care shampoo,1,35,35
R00135,A00841,C0423,Sarah,2026-06-09T13:15:00,Colour-care shampoo,1,35,35
R00136,A00829,C0016,Sarah,2026-06-08T17:00:00,Colour-care shampoo,1,35,35
R00137,A00871,C0139,Matthew,2026-06-12T15:00:00,Colour-care shampoo,1,35,35
R00138,A00845,C0426,Matthew,2026-06-09T17:00:00,Colour-care shampoo,1,35,35
R00139,A00872,C0436,Matthew,2026-06-08T14:30:00,Colour-care shampoo,1,35,35
R00140,A00835,C0031,Matthew,2026-06-12T12:00:00,Colour-care shampoo,1,35,35
R00141,A00861,C0430,Sam,2026-06-08T11:30:00,Colour-care shampoo,1,35,35
R00142,A00869,C0435,Sam,2026-06-09T12:00:00,Colour-care shampoo,1,35,35
R00143,A00838,C0287,Sam,2026-06-09T16:00:00,Colour-care shampoo,1,35,35
R00144,A00836,C0024,Sam,2026-06-08T14:30:00,Colour-care shampoo,1,35,35
R00145,A00848,C0059,Sam,2026-06-12T12:00:00,Colour-care shampoo,1,35,35
R00146,A00919,C0317,Sarah,2026-06-15T15:00:00,Colour-care shampoo,1,35,35
R00147,A00941,C0083,Sarah,2026-06-16T15:00:00,Colour-care shampoo,1,35,35
R00148,A00931,C0304,Sarah,2026-06-19T15:00:00,Colour-care shampoo,1,35,35
R00149,A00892,C0442,Matthew,2026-06-19T12:00:00,Colour-care shampoo,1,35,35
R00150,A00882,C0439,Matthew,2026-06-15T14:00:00,Colour-care shampoo,1,35,35
R00151,A00937,C0101,Matthew,2026-06-15T11:30:00,Colour-care shampoo,1,35,35
R00152,A00896,C0033,Matthew,2026-06-15T17:00:00,Colour-care shampoo,1,35,35
R00153,A00930,C0238,Sam,2026-06-16T11:00:00,Colour-care shampoo,1,35,35
R00154,A00922,C0451,Sam,2026-06-19T12:00:00,Colour-care shampoo,1,35,35
R00155,A00907,C0448,Sam,2026-06-15T14:00:00,Colour-care shampoo,1,35,35
R00156,A00955,C0459,Sarah,2026-06-22T17:00:00,Colour-care shampoo,1,35,35
R00157,A00980,C0173,Sarah,2026-06-26T15:00:00,Colour-care shampoo,1,35,35
R00158,A00993,C0470,Sarah,2026-06-22T11:30:00,Colour-care shampoo,1,35,35
R00159,A01009,C0240,Sarah,2026-06-23T16:00:00,Colour-care shampoo,1,35,35
R00160,A00983,C0308,Matthew,2026-06-22T15:00:00,Colour-care shampoo,1,35,35
R00161,A01010,C0477,Matthew,2026-06-23T14:45:00,Colour-care shampoo,1,35,35
R00162,A01000,C0179,Matthew,2026-06-22T17:00:00,Colour-care shampoo,1,35,35
R00163,A00987,C0215,Sam,2026-06-23T16:15:00,Colour-care shampoo,1,35,35
R00164,A00976,C0466,Sam,2026-06-23T13:15:00,Colour-care shampoo,1,35,35
R00165,A01012,C0027,Sam,2026-06-22T17:00:00,Colour-care shampoo,1,35,35
R00166,A01050,C0088,Sarah,2026-07-03T15:00:00,Colour-care shampoo,1,35,35
R00167,A01062,C0338,Sarah,2026-07-03T12:00:00,Colour-care shampoo,1,35,35
R00168,A01026,C0176,Sarah,2026-06-30T13:00:00,Colour-care shampoo,1,35,35
R00169,A01024,C0236,Sarah,2026-06-29T17:00:00,Colour-care shampoo,1,35,35
R00170,A01025,C0480,Matthew,2026-06-29T14:30:00,Colour-care shampoo,1,35,35
R00171,A01047,C0122,Matthew,2026-06-30T12:45:00,Colour-care shampoo,1,35,35
R00172,A01032,C0330,Matthew,2026-06-29T17:00:00,Colour-care shampoo,1,35,35
R00173,A01055,C0058,Matthew,2026-07-03T15:00:00,Colour-care shampoo,1,35,35
R00174,A01019,C0302,Sam,2026-06-29T11:00:00,Colour-care shampoo,1,35,35
R00175,A01054,C0250,Sam,2026-06-29T17:00:00,Colour-care shampoo,1,35,35
R00176,A01035,C0054,Sam,2026-07-03T15:00:00,Colour-care shampoo,1,35,35
R00177,A01083,C0497,Sarah,2026-07-07T11:45:00,Colour-care shampoo,1,35,35
R00178,A01125,C0509,Sarah,2026-07-10T12:00:00,Colour-care shampoo,1,35,35
R00179,A01095,C0107,Sarah,2026-07-06T11:00:00,Colour-care shampoo,1,35,35
R00180,A01116,C0340,Sarah,2026-07-06T13:30:00,Colour-care shampoo,1,35,35
R00181,A01075,C0048,Matthew,2026-07-10T15:00:00,Colour-care shampoo,1,35,35
R00182,A01124,C0257,Matthew,2026-07-06T12:00:00,Colour-care shampoo,1,35,35
R00183,A01087,C0359,Matthew,2026-07-07T12:00:00,Colour-care shampoo,1,35,35
R00184,A01112,C0245,Sam,2026-07-10T15:00:00,Colour-care shampoo,1,35,35
R00185,A01099,C0357,Sam,2026-07-06T17:00:00,Colour-care shampoo,1,35,35
R00186,A01081,C0253,Sam,2026-07-06T11:30:00,Colour-care shampoo,1,35,35
R00187,A01107,C0051,Sam,2026-07-06T14:30:00,Colour-care shampoo,1,35,35
R00188,A01138,C0512,Sarah,2026-07-14T16:00:00,Colour-care shampoo,1,35,35
R00189,A01187,C0159,Sarah,2026-07-17T15:00:00,Colour-care shampoo,1,35,35
R00190,A01133,C0345,Sarah,2026-07-13T11:30:00,Colour-care shampoo,1,35,35
R00191,A01151,C0249,Sarah,2026-07-17T12:00:00,Colour-care shampoo,1,35,35
R00192,A01130,C0072,Matthew,2026-07-17T12:00:00,Colour-care shampoo,1,35,35
R00193,A01168,C0152,Matthew,2026-07-14T11:00:00,Colour-care shampoo,1,35,35
R00194,A01157,C0084,Matthew,2026-07-14T16:00:00,Colour-care shampoo,1,35,35
R00195,A01156,C0516,Sam,2026-07-13T17:00:00,Colour-care shampoo,1,35,35
R00196,A01192,C0154,Sam,2026-07-14T13:45:00,Colour-care shampoo,1,35,35
R00197,A01144,C0513,Sam,2026-07-13T11:30:00,Colour-care shampoo,1,35,35
R00198,A01180,C0526,Sam,2026-07-17T12:00:00,Colour-care shampoo,1,35,35
R00199,A01140,C0057,Sam,2026-07-14T15:45:00,Colour-care shampoo,1,35,35
R00200,A01235,C0541,Sarah,2026-07-20T15:30:00,Colour-care shampoo,1,35,35
R00201,A01203,C0012,Sarah,2026-07-21T14:30:00,Colour-care shampoo,1,35,35
R00202,A01245,C0078,Sarah,2026-07-20T13:30:00,Colour-care shampoo,1,35,35
R00203,A01240,C0542,Sarah,2026-07-20T11:00:00,Colour-care shampoo,1,35,35
R00204,A01250,C0545,Sarah,2026-07-24T15:00:00,Colour-care shampoo,1,35,35
R00205,A01198,C0004,Matthew,2026-07-20T16:30:00,Colour-care shampoo,1,35,35
R00206,A01212,C0020,Matthew,2026-07-21T17:00:00,Colour-care shampoo,1,35,35
R00207,A01244,C0103,Matthew,2026-07-21T13:15:00,Colour-care shampoo,1,35,35
R00208,A01199,C0138,Matthew,2026-07-20T13:30:00,Colour-care shampoo,1,35,35
R00209,A01218,C0024,Sam,2026-07-21T13:15:00,Colour-care shampoo,1,35,35
R00210,A01224,C0538,Sam,2026-07-20T16:00:00,Colour-care shampoo,1,35,35
R00211,A01208,C0367,Sam,2026-07-24T14:30:00,Colour-care shampoo,1,35,35
R00212,A01256,C0378,Sam,2026-07-20T11:30:00,Colour-care shampoo,1,35,35
R00213,A01276,C0203,Sarah,2026-07-27T15:00:00,Colour-care shampoo,1,35,35
R00214,A01297,C0382,Sarah,2026-07-28T15:15:00,Colour-care shampoo,1,35,35
R00215,A01324,C0391,Sarah,2026-07-28T12:30:00,Colour-care shampoo,1,35,35
R00216,A01266,C0374,Sarah,2026-07-31T12:30:00,Colour-care shampoo,1,35,35
R00217,A01280,C0555,Sarah,2026-07-27T12:30:00,Colour-care shampoo,1,35,35
R00218,A01291,C0161,Matthew,2026-07-31T12:00:00,Colour-care shampoo,1,35,35
R00219,A01274,C0362,Matthew,2026-07-27T14:30:00,Colour-care shampoo,1,35,35
R00220,A01263,C0394,Matthew,2026-07-28T16:15:00,Colour-care shampoo,1,35,35
R00221,A01301,C0560,Matthew,2026-07-27T17:00:00,Colour-care shampoo,1,35,35
R00222,A01284,C0131,Sam,2026-07-31T15:00:00,Colour-care shampoo,1,35,35
R00223,A01323,C0569,Sam,2026-07-27T12:00:00,Colour-care shampoo,1,35,35
R00224,A01307,C0191,Sam,2026-07-31T12:30:00,Colour-care shampoo,1,35,35
R00225,A01347,C0411,Sarah,2026-08-03T15:00:00,Colour-care shampoo,1,35,35
R00226,A01385,C0265,Sarah,2026-08-07T12:00:00,Colour-care shampoo,1,35,35
R00227,A01338,C0398,Sarah,2026-08-07T15:00:00,Colour-care shampoo,1,35,35
R00228,A01370,C0581,Matthew,2026-08-03T15:00:00,Colour-care shampoo,1,35,35
R00229,A01343,C0397,Matthew,2026-08-04T14:45:00,Colour-care shampoo,1,35,35
R00230,A01372,C0583,Matthew,2026-08-07T11:30:00,Colour-care shampoo,1,35,35
R00231,A01389,C0402,Matthew,2026-08-03T12:00:00,Colour-care shampoo,1,35,35
R00232,A01354,C0050,Sam,2026-08-03T15:00:00,Colour-care shampoo,1,35,35
R00233,A01363,C0579,Sam,2026-08-03T11:00:00,Colour-care shampoo,1,35,35
R00234,A01349,C0572,Sam,2026-08-03T13:00:00,Colour-care shampoo,1,35,35
R00235,A01376,C0300,Sam,2026-08-03T17:00:00,Colour-care shampoo,1,35,35
R00236,A01435,C0109,Sarah,2026-08-14T12:30:00,Colour-care shampoo,1,35,35
R00237,A01418,C0403,Sarah,2026-08-10T11:00:00,Colour-care shampoo,1,35,35
R00238,A01431,C0160,Sarah,2026-08-10T17:00:00,Colour-care shampoo,1,35,35
R00239,A01403,C0597,Matthew,2026-08-10T14:30:00,Colour-care shampoo,1,35,35
R00240,A01446,C0426,Matthew,2026-08-10T12:00:00,Colour-care shampoo,1,35,35
R00241,A01440,C0108,Matthew,2026-08-10T17:00:00,Colour-care shampoo,1,35,35
R00242,A01464,C0169,Matthew,2026-08-11T15:00:00,Colour-care shampoo,1,35,35
R00243,A01408,C0218,Matthew,2026-08-14T15:00:00,Colour-care shampoo,1,35,35
R00244,A01420,C0291,Sam,2026-08-14T15:00:00,Colour-care shampoo,1,35,35
R00245,A01466,C0433,Sam,2026-08-11T15:00:00,Colour-care shampoo,1,35,35
R00246,A01401,C0595,Sam,2026-08-14T12:00:00,Colour-care shampoo,1,35,35
R00247,A01409,C0602,Sam,2026-08-11T17:00:00,Colour-care shampoo,1,35,35
R00248,A01411,C0604,Sam,2026-08-11T11:00:00,Colour-care shampoo,1,35,35
R00249,A01501,C0637,Sarah,2026-08-17T15:30:00,Colour-care shampoo,1,35,35
R00250,A01490,C0627,Sarah,2026-08-17T11:00:00,Colour-care shampoo,1,35,35
R00251,A01534,C0238,Sarah,2026-08-21T14:30:00,Colour-care shampoo,1,35,35
R00252,A01487,C0624,Matthew,2026-08-17T12:00:00,Colour-care shampoo,1,35,35
R00253,A01496,C0633,Matthew,2026-08-18T17:00:00,Colour-care shampoo,1,35,35
R00254,A01519,C0243,Matthew,2026-08-19T13:30:00,Colour-care shampoo,1,35,35
R00255,A01483,C0620,Matthew,2026-08-18T11:00:00,Colour-care shampoo,1,35,35
R00256,A01557,C0053,Matthew,2026-08-17T14:00:00,Colour-care shampoo,1,35,35
R00257,A01522,C0286,Sam,2026-08-17T17:00:00,Colour-care shampoo,1,35,35
R00258,A01553,C0282,Sam,2026-08-17T12:00:00,Colour-care shampoo,1,35,35
R00259,A01493,C0630,Sam,2026-08-21T15:00:00,Colour-care shampoo,1,35,35
R00260,A01499,C0145,Sam,2026-08-21T12:00:00,Colour-care shampoo,1,35,35
R00261,A01480,C0617,Sam,2026-08-18T17:00:00,Colour-care shampoo,1,35,35
R00262,A01615,C0166,Sarah,2026-08-24T15:00:00,Colour-care shampoo,1,35,35
R00263,A01617,C0226,Sarah,2026-08-24T11:30:00,Colour-care shampoo,1,35,35
R00264,A01622,C0443,Sarah,2026-08-28T12:30:00,Colour-care shampoo,1,35,35
R00265,A01610,C0459,Matthew,2026-08-24T14:00:00,Colour-care shampoo,1,35,35
R00266,A01637,C0474,Matthew,2026-08-25T11:00:00,Colour-care shampoo,1,35,35
R00267,A01631,C0464,Matthew,2026-08-24T17:00:00,Colour-care shampoo,1,35,35
R00268,A01597,C0661,Matthew,2026-08-25T17:00:00,Colour-care shampoo,1,35,35
R00269,A01599,C0445,Matthew,2026-08-28T15:00:00,Colour-care shampoo,1,35,35
R00270,A01630,C0467,Sam,2026-08-24T14:00:00,Colour-care shampoo,1,35,35
R00271,A01638,C0437,Sam,2026-08-25T15:00:00,Colour-care shampoo,1,35,35
R00272,A01594,C0660,Sam,2026-08-28T12:00:00,Colour-care shampoo,1,35,35
R00273,A01619,C0234,Sam,2026-08-25T11:00:00,Colour-care shampoo,1,35,35
R00274,A01602,C0135,Sam,2026-08-25T17:00:00,Colour-care shampoo,1,35,35
R00275,A01671,C0685,Sarah,2026-09-04T15:00:00,Colour-care shampoo,1,35,35
R00276,A01668,C0466,Sarah,2026-08-31T14:30:00,Colour-care shampoo,1,35,35
R00277,A01662,C0680,Sarah,2026-08-31T11:30:00,Colour-care shampoo,1,35,35
R00278,A01679,C0240,Matthew,2026-09-01T17:00:00,Colour-care shampoo,1,35,35
R00279,A01673,C0336,Matthew,2026-08-31T12:00:00,Colour-care shampoo,1,35,35
R00280,A01672,C0341,Matthew,2026-08-31T17:00:00,Colour-care shampoo,1,35,35
R00281,A01659,C0677,Matthew,2026-08-31T15:00:00,Colour-care shampoo,1,35,35
R00282,A01720,C0172,Matthew,2026-09-02T15:15:00,Colour-care shampoo,1,35,35
R00283,A01656,C0675,Sam,2026-09-04T12:00:00,Colour-care shampoo,1,35,35
R00284,A01714,C0056,Sam,2026-09-01T13:00:00,Colour-care shampoo,1,35,35
R00285,A01701,C0025,Sam,2026-09-01T11:00:00,Colour-care shampoo,1,35,35
R00286,A01721,C0347,Sam,2026-09-01T17:00:00,Colour-care shampoo,1,35,35
R00287,A01700,C0492,Sam,2026-09-01T15:00:00,Colour-care shampoo,1,35,35
R00288,A01739,C0488,Sarah,2026-09-11T15:00:00,Colour-care shampoo,1,35,35
R00289,A01794,C0707,Matthew,2026-09-07T11:00:00,Colour-care shampoo,1,35,35
R00290,A01754,C0489,Matthew,2026-09-07T13:45:00,Colour-care shampoo,1,35,35
R00291,A01747,C0176,Matthew,2026-09-11T14:30:00,Colour-care shampoo,1,35,35
R00292,A01789,C0704,Sam,2026-09-07T13:00:00,Colour-care shampoo,1,35,35
R00293,A01830,C0348,Sam,2026-09-11T15:00:00,Colour-care shampoo,1,35,35
R00294,A01735,C0687,Sam,2026-09-11T13:00:00,Colour-care shampoo,1,35,35
